Epoch,Loss
0,0.46220266819000244
1,0.45512697100639343
2,0.4481526017189026
3,0.4411713480949402
4,0.43423640727996826
5,0.4273587763309479
6,0.42057114839553833
7,0.4138568937778473
8,0.40720292925834656
9,0.40059569478034973
10,0.3940429389476776
11,0.38756459951400757
12,0.38117218017578125
13,0.37486591935157776
14,0.36866098642349243
15,0.3625966012477875
16,0.35666459798812866
17,0.35089582204818726
18,0.3453214168548584
19,0.3399146795272827
20,0.33468490839004517
21,0.329629510641098
22,0.32473766803741455
23,0.32003548741340637
24,0.31554701924324036
25,0.31128695607185364
26,0.3072704076766968
27,0.3035005033016205
28,0.29998400807380676
29,0.2967183291912079
30,0.29368501901626587
31,0.2908511459827423
32,0.2881788909435272
33,0.2856256365776062
34,0.2831572890281677
35,0.28075164556503296
36,0.27837592363357544
37,0.2759963572025299
38,0.27357423305511475
39,0.271089643239975
40,0.26853159070014954
41,0.26589295268058777
42,0.2631702125072479
43,0.26035916805267334
44,0.2574811279773712
45,0.2545643150806427
46,0.25160521268844604
47,0.24860388040542603
48,0.24556879699230194
49,0.24250485002994537
50,0.23940643668174744
51,0.23626409471035004
52,0.23305590450763702
53,0.2297220528125763
54,0.22622978687286377
55,0.22256015241146088
56,0.21872732043266296
57,0.21484601497650146
58,0.21099010109901428
59,0.2071446031332016
60,0.20324930548667908
61,0.19923906028270721
62,0.1950749009847641
63,0.19075316190719604
64,0.1862863004207611
65,0.18169517815113068
66,0.17699582874774933
67,0.17219236493110657
68,0.16728335618972778
69,0.16226990520954132
70,0.157155841588974
71,0.1519404798746109
72,0.14662761986255646
73,0.14122137427330017
74,0.13572447001934052
75,0.130202978849411
76,0.12471221387386322
77,0.11928066611289978
78,0.11390132457017899
79,0.10855653136968613
80,0.10325583070516586
81,0.09805160015821457
82,0.0930437371134758
83,0.08830737322568893
84,0.08388706296682358
85,0.07980703562498093
86,0.07608728855848312
87,0.07275212556123734
88,0.06982477754354477
89,0.06731367111206055
90,0.06521499902009964
91,0.0635029599070549
92,0.06213389337062836
93,0.061053164303302765
94,0.060194797813892365
95,0.059494536370038986
96,0.058885253965854645
97,0.05829453095793724
98,0.05767343193292618
99,0.05698747932910919
100,0.05622483789920807
101,0.05539486184716225
102,0.054487161338329315
103,0.05351579934358597
104,0.05251606926321983
105,0.05153403803706169
106,0.05061325430870056
107,0.04978562518954277
108,0.049069903790950775
109,0.048474449664354324
110,0.04798809066414833
111,0.047567106783390045
112,0.04715162143111229
113,0.04671614244580269
114,0.04626668244600296
115,0.04582153260707855
116,0.04539249837398529
117,0.04498137906193733
118,0.044585488736629486
119,0.044200822710990906
120,0.04382431507110596
121,0.04345224052667618
122,0.04308272898197174
123,0.04271587356925011
124,0.04235290735960007
125,0.04199496656656265
126,0.0416422002017498
127,0.04128999635577202
128,0.04093651846051216
129,0.040581658482551575
130,0.040226347744464874
131,0.039871618151664734
132,0.03951702639460564
133,0.03916537016630173
134,0.0388353057205677
135,0.03852645680308342
136,0.03823021054267883
137,0.03793957084417343
138,0.037648819386959076
139,0.037354469299316406
140,0.03705531731247902
141,0.03675185143947601
142,0.03644577041268349
143,0.036139972507953644
144,0.03583705425262451
145,0.03553782403469086
146,0.03524216264486313
147,0.034948933869600296
148,0.03465704247355461
149,0.03436541184782982
150,0.03407331556081772
151,0.033780813217163086
152,0.03348847106099129
153,0.033196352422237396
154,0.03290470689535141
155,0.03261376917362213
156,0.03232326731085777
157,0.0320328064262867
158,0.031742557883262634
159,0.03145289048552513
160,0.031163671985268593
161,0.030875124037265778
162,0.030587734654545784
163,0.030301468446850777
164,0.030015604570508003
165,0.029729189351201057
166,0.0294418353587389
167,0.029153330251574516
168,0.028864039108157158
169,0.028574280440807343
170,0.028284113854169846
171,0.027993639931082726
172,0.02770303376019001
173,0.027412448078393936
174,0.02712242305278778
175,0.02683349698781967
176,0.026544582098722458
177,0.026253823190927505
178,0.025961609557271004
179,0.025668594986200333
180,0.025375669822096825
181,0.025083860382437706
182,0.024794302880764008
183,0.0245082825422287
184,0.024227041751146317
185,0.023949958384037018
186,0.02367614395916462
187,0.023405518382787704
188,0.023137887939810753
189,0.0228732917457819
190,0.022611403837800026
191,0.022351572290062904
192,0.022093331441283226
193,0.021836332976818085
194,0.021580537781119347
195,0.021326318383216858
196,0.021074293181300163
197,0.020824993029236794
198,0.020578885450959206
199,0.02033633552491665
200,0.020097801461815834
201,0.019863635301589966
202,0.019633926451206207
203,0.019408339634537697
204,0.019185969606041908
205,0.01896676979959011
206,0.018751055002212524
207,0.018538931384682655
208,0.018330950289964676
209,0.018126802518963814
210,0.017925040796399117
